ID	d1	ignore theme	d1	telugu	d1	english	d1	Clue	d1	Image	d1	Sound
3737	|	Action_Verbs	|	నేను బట్టలు వేసుకుంటున్నాను 	|	I am dressing	|	నేను బట్టలు వేసుకుంటున్నాను _clue	|		|	
3738	|	Action_Verbs	|	నేను బూట్లు  వేసుకుంటున్నాను 	|	I am putting on shoes	|	నేను బూట్లు  వేసుకుంటున్నాను _clue	|		|	
3739	|	Action_Verbs	|	నేను కారు నడుపుతున్నాను 	|	I am driving a car	|	నేను కారు నడుపుతున్నాను _clue	|		|	
3740	|	Action_Verbs	|	నేను రంగులు కలుపుతున్నాను 	|	I am mixing colors	|	నేను రంగులు కలుపుతున్నాను _clue	|		|	
3741	|	Action_Verbs	|	నేను మంచు ఎత్తి వేస్తున్నాను 	|	I am shovelling snow	|	నేను మంచు ఎత్తి వేస్తున్నాను _clue	|		|	
3742	|	Action_Verbs	|	నేను శుభ్రము చేస్తున్నాను 	|	I am cleaning	|	నేను శుభ్రము చేస్తున్నాను _clue	|		|	
3743	|	Action_Verbs	|	నేను కడుగుతున్నాను 	|	I am washing	|	నేను కడుగుతున్నాను _clue	|		|	
3744	|	Action_Verbs	|	నేను చెరిపి వేస్తున్నాను (నేను తుడిచేస్తున్నాను)	|	I am erasing	|	నేను చెరిపి వేస్తున్నాను (నేను తుడిచేస్తున్నాను)_clue	|		|	
3745	|	Action_Verbs	|	నేను వ్యాక్యుము చేస్తున్నాను	|	I am vaccuming	|	నేను వ్యాక్యుము చేస్తున్నాను_clue	|		|	
3746	|	Action_Verbs	|	నేను కుడుతున్నాను	|	I am sewing	|	నేను కుడుతున్నాను_clue	|		|	
3747	|	Common_Verbs	|	 రా 	|	come	|	 రా _clue	|		|	
3748	|	Common_Verbs	|	 విను	|	hear	|	 విను_clue	|		|	
3749	|	Common_Verbs	|	 విను	|	listen	|	 విను_clue	|		|	
3750	|	Common_Verbs	|	 చదువు	|	read	|	 చదువు_clue	|		|	
3751	|	Common_Verbs	|	 చూడు	|	see	|	 చూడు_clue	|		|	
3752	|	Common_Verbs	|	 కూర్చొ	|	sit	|	 కూర్చొ_clue	|		|	
3753	|	Common_Verbs	|	 మాటలాడు	|	speak	|	 మాటలాడు_clue	|		|	
3754	|	Common_Verbs	|	 వాసన చూడు	|	smell	|	 వాసన చూడు_clue	|		|	
3755	|	Common_Verbs	|	 నిల్చో	|	stand	|	 నిల్చో_clue	|		|	
3756	|	Common_Verbs	|	 మాటలాడు	|	talk	|	 మాటలాడు_clue	|		|	
3757	|	Common_Verbs	|	 అర్థము చేసుకో	|	understand	|	 అర్థము చేసుకో_clue	|		|	
3758	|	Common_Verbs	|	 పరీక్షించు	|	watch	|	 పరీక్షించు_clue	|		|	
3759	|	Common_Verbs	|	 వ్రాయి	|	write	|	 వ్రాయి_clue	|		|	
3760	|	Common_Verbs	|	 వూగు	|	swing	|	 వూగు_clue	|		|	
3761	|	Telugu_Alphabet_Words	|	అమ్మ	|	mom	|	అమ్మ_clue	|		|	
3762	|	Telugu_Alphabet_Words	|	ఆవు 	|	cow	|	ఆవు _clue	|		|	
3763	|	Telugu_Alphabet_Words	|	ఇల్లు	|	house	|	ఇల్లు_clue	|		|	
3764	|	Telugu_Alphabet_Words	|	ఈగ	|	house fly	|	ఈగ_clue	|		|	
3765	|	Telugu_Alphabet_Words	|	ఉడుత	|	squirrel	|	ఉడుత_clue	|		|	
3766	|	Telugu_Alphabet_Words	|	ఊయల	|	swing	|	ఊయల_clue	|		|	
3767	|	Telugu_Alphabet_Words	|	ఋషి	|	sage	|	ఋషి_clue	|		|	
3768	|	Telugu_Alphabet_Words	|	ఎలుక	|	mouse	|	ఎలుక_clue	|		|	
3769	|	Telugu_Alphabet_Words	|	ఏనుగు	|	elephant	|	ఏనుగు_clue	|		|	
3770	|	Telugu_Alphabet_Words	|	ఐదు	|	five	|	ఐదు_clue	|		|	
3771	|	Telugu_Alphabet_Words	|	ఒంటె	|	camel	|	ఒంటె_clue	|		|	
3772	|	Telugu_Alphabet_Words	|	ఓడ	|	boat	|	ఓడ_clue	|		|	
3773	|	Telugu_Alphabet_Words	|	ఔషధ౦	|	medicine	|	ఔషధ౦_clue	|		|	
3774	|	Telugu_Alphabet_Words	|	కడవ 	|	large water pot	|	కడవ _clue	|		|	
3775	|	Telugu_Alphabet_Words	|	ఖండం 	|	continent (piece)	|	ఖండం _clue	|		|	
3776	|	Telugu_Alphabet_Words	|	గంప	|	basket	|	గంప_clue	|		|	
3777	|	Telugu_Alphabet_Words	|	ఘంట  	|	bell	|	ఘంట  _clue	|		|	
3778	|	Telugu_Alphabet_Words	|	చదరంగం 	|	chess	|	చదరంగం _clue	|		|	
3779	|	Telugu_Alphabet_Words	|	ఛరక  	|	spinning wheel	|	ఛరక  _clue	|		|	
3780	|	Telugu_Alphabet_Words	|	జడ 	|	plaited hair	|	జడ _clue	|		|	
3781	|	Telugu_Alphabet_Words	|	ఝషం 	|	fish	|	ఝషం _clue	|		|	
3782	|	Telugu_Alphabet_Words	|	టమాట	|	tomato	|	టమాట_clue	|		|	
3783	|	Telugu_Alphabet_Words	|	క౦ఠ౦	|	neck	|	క౦ఠ౦_clue	|		|	
3784	|	Telugu_Alphabet_Words	|	డప్పు	|	drum	|	డప్పు_clue	|		|	
3785	|	Telugu_Alphabet_Words	|	ఢ౦క	|	drum	|	ఢ౦క_clue	|		|	
3786	|	Telugu_Alphabet_Words	|	వీణ	|	musical instrument (veena)	|	వీణ_clue	|		|	
3787	|	Telugu_Alphabet_Words	|	తల గడ 	|	pillow	|	తల గడ _clue	|		|	
3788	|	Telugu_Alphabet_Words	|	రథ౦	|	chariot	|	రథ౦_clue	|		|	
3789	|	Telugu_Alphabet_Words	|	దండ 	|	garland	|	దండ _clue	|		|	
3790	|	Telugu_Alphabet_Words	|	ధనం 	|	money	|	ధనం _clue	|		|	
3791	|	Telugu_Alphabet_Words	|	నగరం 	|	city	|	నగరం _clue	|		|	
3792	|	Telugu_Alphabet_Words	|	పతంగం 	|	kite	|	పతంగం _clue	|		|	
3793	|	Telugu_Alphabet_Words	|	ఫలం 	|	fruit	|	ఫలం _clue	|		|	
3794	|	Telugu_Alphabet_Words	|	బలపం 	|	chalk	|	బలపం _clue	|		|	
3795	|	Telugu_Alphabet_Words	|	భవనం 	|	building	|	భవనం _clue	|		|	
3796	|	Telugu_Alphabet_Words	|	మంచం	|	cot	|	మంచం_clue	|		|	
3797	|	Telugu_Alphabet_Words	|	లయ	|	rhythm	|	లయ_clue	|		|	
3798	|	Telugu_Alphabet_Words	|	రంపం 	|	saw	|	రంపం _clue	|		|	
3799	|	Telugu_Alphabet_Words	|	లత 	|	a creeping plant	|	లత _clue	|		|	
3800	|	Telugu_Alphabet_Words	|	వల 	|	net	|	వల _clue	|		|	
3801	|	Telugu_Alphabet_Words	|	శంఖం 	|	conch	|	శంఖం _clue	|		|	
3802	|	Telugu_Alphabet_Words	|	వేష౦	|	makeup	|	వేష౦_clue	|		|	
3803	|	Telugu_Alphabet_Words	|	సంత 	|	market	|	సంత _clue	|		|	
3804	|	Telugu_Alphabet_Words	|	హంస 	|	swan	|	హంస _clue	|		|	
3805	|	Telugu_Alphabet_Words	|	తాళ౦	|	lock	|	తాళ౦_clue	|		|	
3806	|	Telugu_Alphabet_Words	|	అక్షరం	|	character	|	అక్షరం_clue	|		|	
3807	|	Directions	|	తూర్పు	|	east	|	తూర్పు_clue	|		|	
3808	|	Directions	|	పడమర	|	west	|	పడమర_clue	|		|	
3809	|	Directions	|	ఉత్తరము	|	north	|	ఉత్తరము_clue	|		|	
3810	|	Directions	|	దక్షిణము	|	south	|	దక్షిణము_clue	|		|	
3811	|	Directions	|	ఈశాన్యము	|	north east	|	ఈశాన్యము_clue	|		|	
3812	|	Directions	|	ఆగ్నేయము	|	south west	|	ఆగ్నేయము_clue	|		|	
3813	|	Directions	|	వాయవ్యము	|	north west	|	వాయవ్యము_clue	|		|	
3814	|	Directions	|	నైరుతి	|	south east	|	నైరుతి_clue	|		|	
3815	|	Directions	|	ప్రక్కన	|	side	|	ప్రక్కన_clue	|		|	
3816	|	Directions	|	కుడి	|	right	|	కుడి_clue	|		|	
3817	|	Directions	|	ఎడమ	|	left	|	ఎడమ_clue	|		|	
3818	|	Directions	|	పైన	|	top	|	పైన_clue	|		|	
3819	|	Directions	|	క్రింద	|	bottom	|	క్రింద_clue	|		|	
3820	|	Directions	|	ముందు	|	front	|	ముందు_clue	|		|	
3821	|	Directions	|	వెనుక	|	back	|	వెనుక_clue	|		|	
3822	|	Directions	|	మధ్యన	|	middle	|	మధ్యన_clue	|		|	
3823	|	Directions	|	మధ్యన	|	centre	|	మధ్యన_clue	|		|	
3824	|	Directions	|	లోపల	|	inside	|	లోపల_clue	|		|	
3825	|	Directions	|	బయట	|	outside	|	బయట_clue	|		|	
3826	|	Directions	|	చుట్టూ	|	around	|	చుట్టూ_clue	|		|	
3827	|	Directions	|	దగ్గర	|	near	|	దగ్గర_clue	|		|	
3828	|	Directions	|	దూరము	|	far	|	దూరము_clue	|		|	
3829	|	household_items_bathroom	|	స్నానం	|	bath	|	స్నానం_clue	|		|	
3830	|	household_items_bathroom	|	స్నానాల గది	|	bathroom	|	స్నానాల గది_clue	|		|	
3831	|	household_items_bathroom	|	స్నానాల తొట్టి	|	bathtub	|	స్నానాల తొట్టి_clue	|		|	
3832	|	household_items_bathroom	|	బక్కెట్టు	|	bucket	|	బక్కెట్టు_clue	|		|	
3833	|	household_items_bathroom	|	దువ్వెన	|	comb	|	దువ్వెన_clue	|		|	
3834	|	household_items_bathroom	|	తలుపు	|	door	|	తలుపు_clue	|		|	
3835	|	household_items_bathroom	|	అద్దం	|	mirror	|	అద్దం_clue	|		|	
3836	|	household_items_bathroom	|	సుగంధం	|	perfume	|	సుగంధం_clue	|		|	
3837	|	household_items_bathroom	|	కుండ	|	pot	|	కుండ_clue	|		|	
3838	|	household_items_bathroom	|	సబ్బు	|	soap	|	సబ్బు_clue	|		|	
3839	|	household_items_bathroom	|	తుండు గుడ్డ / తువ్వాలు	|	towel	|	తుండు గుడ్డ / తువ్వాలు_clue	|		|	
3840	|	household_items_bathroom	|	తొట్టి	|	tub	|	తొట్టి_clue	|		|	
3841	|	household_items_bathroom	|	చెంబు	|	tumbler	|	చెంబు_clue	|		|	
3842	|	household_items_bathroom	|	నీరు	|	water	|	నీరు_clue	|		|	
3843	|	Pronouns_sarvanaamamulu	|	నేను	|	I	|	నేను_clue	|		|	
3844	|	Pronouns_sarvanaamamulu	|	నీవు	|	You	|	నీవు_clue	|		|	
3845	|	Pronouns_sarvanaamamulu	|	మీరు	|	You (plural, formal)	|	మీరు_clue	|		|	
3846	|	Pronouns_sarvanaamamulu	|	అతడు	|	He	|	అతడు_clue	|		|	
3847	|	Pronouns_sarvanaamamulu	|	ఆమె	|	She	|	ఆమె_clue	|		|	
3848	|	Pronouns_sarvanaamamulu	|	వారు	|	They	|	వారు_clue	|		|	
3849	|	Pronouns_sarvanaamamulu	|	ఇది	|	This	|	ఇది_clue	|		|	
3850	|	Pronouns_sarvanaamamulu	|	అది	|	That	|	అది_clue	|		|	
3851	|	Pronouns_sarvanaamamulu	|	మేము	|	We	|	మేము_clue	|		|	
3852	|	Pronouns_sarvanaamamulu	|	అవి	|	Those	|	అవి_clue	|		|	
3853	|	Pronouns_sarvanaamamulu	|	ఇవి	|	These	|	ఇవి_clue	|		|	
3854	|	Food_Spices	|	మైదా పి౦డి	|	all purpose flour	|	మైదా పి౦డి_clue	|		|	
3855	|	Food_Spices	|	సోంపు	|	aniseed	|	సోంపు_clue	|		|	
3856	|	Food_Spices	|	ఇంగువ	|	asafoetida	|	ఇంగువ_clue	|		|	
3857	|	Food_Spices	|	బిర్యాని ఆకు	|	bayleaf	|	బిర్యాని ఆకు_clue	|		|	
3858	|	Food_Spices	|	సెనగ పప్పు	|	bengal gram	|	సెనగ పప్పు_clue	|		|	
3859	|	Food_Spices	|	మినప పప్పు	|	black gram	|	మినప పప్పు_clue	|		|	
3860	|	Food_Spices	|	మిరియాలు	|	black pepper	|	మిరియాలు_clue	|		|	
3861	|	Food_Spices	|	యాలకులు	|	cardamom seeds	|	యాలకులు_clue	|		|	
3862	|	Food_Spices	|	జీడి పప్పు	|	cashew nuts	|	జీడి పప్పు_clue	|		|	
3863	|	Food_Spices	|	సెనగలు	|	chick peas	|	సెనగలు_clue	|		|	
3864	|	Food_Spices	|	మిరప పొడి	|	chillies powder	|	మిరప పొడి_clue	|		|	
3865	|	Food_Spices	|	దాల్చిన చెక్క	|	cinnamon	|	దాల్చిన చెక్క_clue	|		|	
3866	|	Food_Spices	|	లవంగాలు	|	cloves	|	లవంగాలు_clue	|		|	
3867	|	Food_Spices	|	ధనియాలు	|	coriander seeds	|	ధనియాలు_clue	|		|	
3868	|	Food_Spices	|	జీలకర్ర	|	cumin seeds	|	జీలకర్ర_clue	|		|	
3869	|	Food_Spices	|	కరివేపాకు	|	curry leaf	|	కరివేపాకు_clue	|		|	
3870	|	Food_Spices	|	శొ౦ఠి	|	dry ginger 	|	శొ౦ఠి_clue	|		|	
3871	|	Food_Spices	|	మెంతులు	|	fenugreek seeds	|	మెంతులు_clue	|		|	
3872	|	Food_Spices	|	వెల్లుల్లి	|	garlic	|	వెల్లుల్లి_clue	|		|	
3873	|	Food_Spices	|	అల్లము	|	ginger	|	అల్లము_clue	|		|	
3874	|	Food_Spices	|	పెసర పప్పు	|	green gram	|	పెసర పప్పు_clue	|		|	
3875	|	Food_Spices	|	బెల్లము	|	jaggery	|	బెల్లము_clue	|		|	
3876	|	Food_Spices	|	పుదీనా	|	mint	|	పుదీనా_clue	|		|	
3877	|	Food_Spices	|	ఆవాలు	|	mustard seeds	|	ఆవాలు_clue	|		|	
3878	|	Food_Spices	|	జాజి కాయ	|	nutmeg	|	జాజి కాయ_clue	|		|	
3879	|	Food_Spices	|	ఉల్లి విత్తనాలు	|	onion seeds	|	ఉల్లి విత్తనాలు_clue	|		|	
3880	|	Food_Spices	|	వేరు సెనగ పప్పు	|	peanuts	|	వేరు సెనగ పప్పు_clue	|		|	
3881	|	Food_Spices	|	గస గసాలు	|	poppy seeds	|	గస గసాలు_clue	|		|	
3882	|	Food_Spices	|	అటుకులు	|	rice flakes	|	అటుకులు_clue	|		|	
3883	|	Food_Spices	|	బియ్యపు పి౦డి	|	rice flour	|	బియ్యపు పి౦డి_clue	|		|	
3884	|	Food_Spices	|	వేయించిన పప్పులు	|	roasted lentils	|	వేయించిన పప్పులు_clue	|		|	
3885	|	Food_Spices	|	కుంకుమ పువ్వు	|	saffron	|	కుంకుమ పువ్వు_clue	|		|	
3886	|	Food_Spices	|	సగ్గు బియ్యము	|	sago	|	సగ్గు బియ్యము_clue	|		|	
3887	|	Food_Spices	|	ఉప్పు సెనగలు	|	salted chicke peas	|	ఉప్పు సెనగలు_clue	|		|	
3888	|	Food_Spices	|	ఉప్మా రవ్వ	|	semolina (cream of wheat)	|	ఉప్మా రవ్వ_clue	|		|	
3889	|	Food_Spices	|	నువ్వులు	|	sesame seeds	|	నువ్వులు_clue	|		|	
3890	|	Food_Spices	|	అనాస పువ్వు	|	star anise	|	అనాస పువ్వు_clue	|		|	
3891	|	Food_Spices	|	పసుపు	|	turmeric powder	|	పసుపు_clue	|		|	
3892	|	Food_Spices	|	వాము	|	tymol seeds 	|	వాము_clue	|		|	
3893	|	Food_Spices	|	గోధుమ పిండి	|	wheat flour	|	గోధుమ పిండి_clue	|		|	
3894	|	Food_Spices	|	పెసలు	|	whole green gram dal	|	పెసలు_clue	|		|	
3895	|	Food_Spices	|	కంది పప్పు	|	yellow lentils	|	కంది పప్పు_clue	|		|	
3896	|	Things_in_Class_Room	|	పలక	|	Slate	|	పలక_clue	|		|	
3897	|	Things_in_Class_Room	|	నల్ల బల్ల	|	Black board	|	నల్ల బల్ల_clue	|		|	
3898	|	Things_in_Class_Room	|	కలం	|	Pen	|	కలం_clue	|		|	
3899	|	Things_in_Class_Room	|	పెన్సిల్	|	Pencil	|	పెన్సిల్_clue	|		|	
3900	|	Things_in_Class_Room	|	 పుస్తకం	|	Book	|	 పుస్తకం_clue	|		|	
3901	|	Things_in_Class_Room	|	గురువు	|	Teacher	|	గురువు_clue	|		|	
3902	|	Things_in_Class_Room	|		|		|	_clue	|		|	
3903	|	Things_in_Class_Room	|	కాగితం	|	Paper	|	కాగితం_clue	|		|	
3904	|	Things_in_Class_Room	|	విద్యార్థి	|	Student	|	విద్యార్థి_clue	|		|	
3905	|	Things_in_Class_Room	|	పండితుడు	|	Professor (Learned Teacher)	|	పండితుడు_clue	|		|	
3906	|	Things_in_Class_Room	|	బలపం	|	Chalk	|	బలపం_clue	|		|	
3907	|	Things_in_Class_Room	|	ప్రధాన ఉపాధ్యాయులు	|	Principal	|	ప్రధాన ఉపాధ్యాయులు_clue	|		|	
3908	|	Things_in_Class_Room	|		|		|	_clue	|		|	
3909	|	Things_in_Class_Room	|	విరామము 	|	Intermission 	|	విరామము _clue	|		|	
3910	|	Things_in_Class_Room	|	తరగతి  	|	Class	|	తరగతి  _clue	|		|	
3911	|	Things_in_Class_Room	|	తరగతి  గది	|	Class Room	|	తరగతి  గది_clue	|		|	
3912	|	Things_in_Class_Room	|	టు బి డన్	|	Bag	|	టు బి డన్_clue	|		|	
3913	|	Things_in_Class_Room	|	టు బి డన్	|	Chair	|	టు బి డన్_clue	|		|	
3914	|	Things_in_Class_Room	|	టు బి డన్	|	Table	|	టు బి డన్_clue	|		|	
3915	|	Things_in_Class_Room	|	టు బి డన్	|	Glue	|	టు బి డన్_clue	|		|	
3916	|	Things_in_Class_Room	|	టు బి డన్	|	Scissors	|	టు బి డన్_clue	|		|	
3917	|	Transportation	|	ఆపత్కాల ప్రథమ చికిత్సా సంచార వాహనము	|	ambulance	|	ఆపత్కాల ప్రథమ చికిత్సా సంచార వాహనము_clue	|		|	
3918	|	Transportation	|	పడవ	|	boat	|	పడవ_clue	|		|	
3919	|	Transportation	|	బుల్ డోజర్	|	bull dozer	|	బుల్ డోజర్_clue	|		|	
3920	|	Transportation	|	బస్సు	|	bus	|	బస్సు_clue	|		|	
3921	|	Transportation	|	టు బి డన్	|	Catamaran	|	టు బి డన్_clue	|		|	
3922	|	Transportation	|	అగ్ని మాపక యంత్రము	|	fire engine	|	అగ్ని మాపక యంత్రము_clue	|		|	
3923	|	Transportation	|	హెలికాప్టరు	|	helicopter	|	హెలికాప్టరు_clue	|		|	
3924	|	Transportation	|	జీపు	|	jeep	|	జీపు_clue	|		|	
3925	|	Transportation	|	టు బి డన్	|	Motor Boat	|	టు బి డన్_clue	|		|	
3926	|	Transportation	|	టు బి డన్	|	Motorcycle	|	టు బి డన్_clue	|		|	
3927	|	Transportation	|	తెప్ప	|	Raft	|	తెప్ప_clue	|		|	
3928	|	Transportation	|	రిక్షా	|	Rickshaw	|	రిక్షా_clue	|		|	
3929	|	Transportation	|	టు బి డన్	|	School Bus 	|	టు బి డన్_clue	|		|	
3930	|	Transportation	|	స్కూటరు	|	scooter	|	స్కూటరు_clue	|		|	
3931	|	Transportation	|	టు బి డన్	|	Tractor 	|	టు బి డన్_clue	|		|	
3932	|	Transportation	|	మూడు చక్రాల బండి	|	tricycle	|	మూడు చక్రాల బండి_clue	|		|	
3933	|	Transportation	|	వాహనము	|	vehicle	|	వాహనము_clue	|		|	
3934	|	Household_Bedroom_Stuff	|	మంచం	|	bed	|	మంచం_clue	|		|	
3935	|	Household_Bedroom_Stuff	|	పడక	|	bed	|	పడక_clue	|		|	
3936	|	Household_Bedroom_Stuff	|	మంచం కోడు	|	bed post	|	మంచం కోడు_clue	|		|	
3937	|	Household_Bedroom_Stuff	|	పడక గది	|	bed room	|	పడక గది_clue	|		|	
3938	|	Household_Bedroom_Stuff	|	దుప్పటి	|	blanket	|	దుప్పటి_clue	|		|	
3939	|	Household_Bedroom_Stuff	|	పుస్తకం	|	book	|	పుస్తకం_clue	|		|	
3940	|	Household_Bedroom_Stuff	|	మైనపు వత్తి	|	candle	|	మైనపు వత్తి_clue	|		|	
3941	|	Household_Bedroom_Stuff	|	తలుపు	|	door	|	తలుపు_clue	|		|	
3942	|	Household_Bedroom_Stuff	|	పడక గదిలో సామానులు భద్రపరచు బల్ల	|	dresser	|	పడక గదిలో సామానులు భద్రపరచు బల్ల_clue	|		|	
3943	|	Household_Bedroom_Stuff	|	దీపం	|	lamp	|	దీపం_clue	|		|	
3944	|	Household_Bedroom_Stuff	|	పరుపు	|	mattress	|	పరుపు_clue	|		|	
3945	|	Household_Bedroom_Stuff	|	దిండు	|	pillow	|	దిండు_clue	|		|	
3946	|	Household_Bedroom_Stuff	|	తల గడ	|	pillow	|	తల గడ_clue	|		|	
3947	|	Household_Bedroom_Stuff	|	గది	|	room	|	గది_clue	|		|	
3948	|	Household_Bedroom_Stuff	|	చెత్త బుట్ట	|	trash bin	|	చెత్త బుట్ట_clue	|		|	
3949	|	Household_Bedroom_Stuff	|	కిటికి	|	window	|	కిటికి_clue	|		|	
3950	|	Consonant_Blend_KA	|	ముక్క	|	piece	|	ముక్క_clue	|		|	
3951	|	Consonant_Blend_KA	|	అక్క 	|	sister	|	అక్క _clue	|		|	
3952	|	Consonant_Blend_KA	|	తొక్క	|	peel	|	తొక్క_clue	|		|	
3953	|	Consonant_Blend_KA	|	పక్క	|	bed sheet	|	పక్క_clue	|		|	
3954	|	Consonant_Blend_KA	|	కుక్క	|	dog	|	కుక్క_clue	|		|	
3955	|	Consonant_Blend_KA	|	నక్క 	|	fox	|	నక్క _clue	|		|	
3956	|	Consonant_Blend_KA	|	మొక్క 	|	plant	|	మొక్క _clue	|		|	
3957	|	Consonant_Blend_KA	|	రెక్క	|	wing of a bird	|	రెక్క_clue	|		|	
3958	|	Consonant_Blend_KA	|	డొక్క 	|	stomach	|	డొక్క _clue	|		|	
3959	|	Consonant_Blend_KA	|	చెక్క 	|	wood	|	చెక్క _clue	|		|	
3960	|	Consonant_Blend_KA	|	ఒక్కటి 	|	one	|	ఒక్కటి _clue	|		|	
3961	|	Consonant_Blend_KA	|	అక్కడ 	|	there	|	అక్కడ _clue	|		|	
3962	|	Consonant_Blend_KA	|	ఇక్కడ 	|	here	|	ఇక్కడ _clue	|		|	
3963	|	Consonant_Blend_KA	|	ఎక్కడ 	|	where	|	ఎక్కడ _clue	|		|	
3964	|	Consonant_Blend_KA	|	హక్కు 	|	right	|	హక్కు _clue	|		|	
3965	|	Consonant_Blend_KA	|	వాక్కు 	|	the talk	|	వాక్కు _clue	|		|	
3966	|	Consonant_Blend_KA	|	దిక్కు 	|	direction	|	దిక్కు _clue	|		|	
3967	|	Consonant_Blend_KA	|	చిక్కుడు 	|	bean	|	చిక్కుడు _clue	|		|	
3968	|	Consonant_Blend_KA	|	చక్కని 	|	beautiful	|	చక్కని _clue	|		|	
3969	|	Consonant_Blend_KA	|	చెక్కర 	|	sugar	|	చెక్కర _clue	|		|	
3970	|	Consonant_Blend_KA	|	రక్కసి  	|	monster	|	రక్కసి  _clue	|		|	
3971	|	Consonant_Blend_KA	|	మక్కువ	|	liking	|	మక్కువ_clue	|		|	
3972	|	polyndromes	|	వికటకవి	|		|	వికటకవి_clue	|		|	
3973	|	polyndromes	|	మడమ	|		|	మడమ_clue	|		|	
3974	|	polyndromes	|	కచ్చిక	|		|	కచ్చిక_clue	|		|	
3975	|	polyndromes	|	గంగ 	|		|	గంగ _clue	|		|	
3976	|	polyndromes	|	మహిమ 	|		|	మహిమ _clue	|		|	
3977	|	polyndromes	|	పులుపు 	|		|	పులుపు _clue	|		|	
3978	|	polyndromes	|	ముఖము 	|		|	ముఖము _clue	|		|	
3979	|	polyndromes	|	కిటికి 	|		|	కిటికి _clue	|		|	
3980	|	polyndromes	|	కులుకు 	|		|	కులుకు _clue	|		|	
3981	|	polyndromes	|	నాయనా 	|		|	నాయనా _clue	|		|	
3982	|	polyndromes	|	దించింది	|		|	దించింది_clue	|		|	
3983	|	u_vowel_words	|	టు బి డన్	|	bu-du-gu	|	టు బి డన్_clue	|		|	
3984	|	u_vowel_words	|	టు బి డన్	|	bu-ru-ju	|	టు బి డన్_clue	|		|	
3985	|	u_vowel_words	|	టు బి డన్	|	du-Du-ku	|	టు బి డన్_clue	|		|	
3986	|	u_vowel_words	|	టు బి డన్	|	du-mu-ku	|	టు బి డన్_clue	|		|	
3987	|	u_vowel_words	|	టు బి డన్	|	gu-bu-ru	|	టు బి డన్_clue	|		|	
3988	|	u_vowel_words	|	టు బి డన్	|	gu-M-pu	|	టు బి డన్_clue	|		|	
3989	|	u_vowel_words	|	టు బి డన్	|	gu-ru-vu	|	టు బి డన్_clue	|		|	
3990	|	u_vowel_words	|	టు బి డన్	|	ku-du-mu	|	టు బి డన్_clue	|		|	
3991	|	u_vowel_words	|	టు బి డన్	|	ku-lu-ku	|	టు బి డన్_clue	|		|	
3992	|	u_vowel_words	|	టు బి డన్	|	mu-Du-pu	|	టు బి డన్_clue	|		|	
3993	|	u_vowel_words	|	టు బి డన్	|	mu-M-du	|	టు బి డన్_clue	|		|	
3994	|	u_vowel_words	|	టు బి డన్	|	mu-nu-pu	|	టు బి డన్_clue	|		|	
3995	|	u_vowel_words	|	టు బి డన్	|	mu-ru-gu	|	టు బి డన్_clue	|		|	
3996	|	u_vowel_words	|	టు బి డన్	|	mu-ru-ku	|	టు బి డన్_clue	|		|	
3997	|	u_vowel_words	|	టు బి డన్	|	pu-lu-pu	|	టు బి డన్_clue	|		|	
3998	|	u_vowel_words	|	టు బి డన్	|	pu-nu-gu	|	టు బి డన్_clue	|		|	
3999	|	u_vowel_words	|	టు బి డన్	|	pu-ru-gu	|	టు బి డన్_clue	|		|	
4000	|	u_vowel_words	|	టు బి డన్	|	u-ru-mu	|	టు బి డన్_clue	|		|	
4001	|	u_vowel_words	|	టు బి డన్	|	ku-du-mu-lu	|	టు బి డన్_clue	|		|	
4002	|	u_vowel_words	|	టు బి డన్	|	mu-Du-pu-lu	|	టు బి డన్_clue	|		|	
4003	|	u_vowel_words	|	టు బి డన్	|	mu-ru-ku-lu	|	టు బి డన్_clue	|		|	
4004	|	aa_vowel_words	|	టు బి డన్	|	jaa-gaa	|	టు బి డన్_clue	|		|	
4005	|	aa_vowel_words	|	టు బి డన్	|	baa-vaa	|	టు బి డన్_clue	|		|	
4006	|	aa_vowel_words	|	టు బి డన్	|	taa-taa	|	టు బి డన్_clue	|		|	
4007	|	aa_vowel_words	|	టు బి డన్	|	kaa-jaa	|	టు బి డన్_clue	|		|	
4008	|	aa_vowel_words	|	టు బి డన్	|	taa-jaa	|	టు బి డన్_clue	|		|	
4009	|	aa_vowel_words	|	టు బి డన్	|	maa-jaa	|	టు బి డన్_clue	|		|	
4010	|	aa_vowel_words	|	టు బి డన్	|	raa-jaa	|	టు బి డన్_clue	|		|	
4011	|	aa_vowel_words	|	టు బి డన్	|	baa-jaa	|	టు బి డన్_clue	|		|	
4012	|	aa_vowel_words	|	టు బి డన్	|	taa-jaa-gaa	|	టు బి డన్_clue	|		|	
4013	|	i_vowel_words	|	టు బి డన్	|	ci-li-pi	|	టు బి డన్_clue	|		|	
4014	|	i_vowel_words	|	టు బి డన్	|	ci-ni-gi	|	టు బి డన్_clue	|		|	
4015	|	i_vowel_words	|	టు బి డన్	|	gi-li	|	టు బి డన్_clue	|		|	
4016	|	i_vowel_words	|	టు బి డన్	|	hi-M-di	|	టు బి డన్_clue	|		|	
4017	|	i_vowel_words	|	టు బి డన్	|	mi-di-si	|	టు బి డన్_clue	|		|	
4018	|	i_vowel_words	|	టు బి డన్	|	pi-Di-ki-li	|	టు బి డన్_clue	|		|	
